time;gFx;gFy;gFz;TgF
1.210930538;-0,0184;-0,0301;1,0010;1,002
1.211569;-0,0191;-0,0308;1,0040;1,005
1.214358769;-0,0203;-0,0281;1,0057;1,006
1.216576923;-0,0217;-0,0303;1,0042;1,005
1.219099692;-0,0242;-0,0317;1,0042;1,005
1.222923692;-0,0240;-0,0291;1,0030;1,004
1.224062769;-0,0271;-0,0261;1,0008;1,002
1.226639769;-0,0291;-0,0284;1,0008;1,002
1.229835384;-0,0284;-0,0281;1,0017;1,003
1.231547692;-0,0330;-0,0259;0,9998;1,001
1.234184923;-0,0303;-0,0284;0,9981;0,999
1.236831154;-0,0271;-0,0291;0,9961;0,997
1.239630769;-0,0256;-0,0293;0,9973;0,998
1.241586769;-0,0235;-0,0301;0,9981;0,999
1.244267384;-0,0277;-0,0281;0,9996;1,000
1.246850461;-0,0296;-0,0308;1,0017;1,003
1.249251461;-0,0279;-0,0310;1,0020;1,003
1.254797;-0,0240;-0,0317;1,0020;1,003
1.255882769;-0,0235;-0,0347;0,9996;1,000
1.257772;-0,0205;-0,0320;1,0008;1,002
1.259371769;-0,0135;-0,0298;1,0008;1,001
1.261903077;-0,0151;-0,0286;1,0010;1,002
1.264541307;-0,0154;-0,0308;1,0008;1,001
1.266944923;-0,0119;-0,0284;1,0017;1,002
1.269791692;-0,0127;-0,0317;1,0042;1,005
1.272170461;-0,0154;-0,0313;1,0049;1,005
1.274537538;-0,0137;-0,0298;1,0042;1,005
1.276964077;-0,0124;-0,0298;1,0030;1,003
1.279599384;-0,0176;-0,0310;1,0037;1,004
1.282395461;-0,0168;-0,0323;1,0005;1,001
1.285899769;-0,0163;-0,0315;1,0000;1,001
1.290786846;-0,0159;-0,0296;1,0024;1,003
1.291260384;-0,0179;-0,0303;1,0015;1,002
1.292232;-0,0210;-0,0320;1,0010;1,002
1.294935384;-0,0188;-0,0308;0,9988;0,999
1.297288923;-0,0203;-0,0313;1,0024;1,003
1.299795077;-0,0225;-0,0296;1,0008;1,002
1.303407077;-0,0222;-0,0296;0,9996;1,000
