time,gFx,gFy,gFz,TgF
1.211372552,0.0343,0.0001,1.0097,1.010
1.213384791,0.0402,0.0018,1.0119,1.013
1.216492187,0.0355,0.0023,1.0094,1.010
1.224950156,0.0350,-0.0006,1.0134,1.014
1.226263646,0.0338,-0.0006,1.0146,1.015
1.227711354,0.0382,-0.0004,1.0109,1.012
1.228488958,0.0377,0.0006,1.0122,1.013
1.22921625,0.0363,0.0045,1.0102,1.011
1.230986927,0.0360,0.0045,1.0077,1.008
1.233248437,0.0365,0.0016,1.0112,1.012
1.235656718,0.0350,0.0031,1.0072,1.008
1.238549531,0.0343,0.0016,1.0072,1.008
1.241289218,0.0355,0.0011,1.0077,1.008
1.24324276,0.0360,0.0018,1.0109,1.012
1.245758125,0.0321,0.0016,1.0080,1.008
1.248261771,0.0335,0.0009,1.0063,1.007
1.251200416,0.0370,-0.0014,1.0072,1.008
1.253279583,0.0377,0.0031,1.0094,1.010
1.255960833,0.0353,0.0009,1.0099,1.011
1.258487552,0.0372,-0.0004,1.0112,1.012
1.260786041,0.0340,0.0021,1.0085,1.009
1.263906875,0.0375,0.0018,1.0092,1.010
1.265975937,0.0358,0.0013,1.0063,1.007
1.268473906,0.0340,0.0035,1.0053,1.006
1.271000937,0.0343,0.0023,1.0058,1.006
1.273945156,0.0340,0.0016,1.0099,1.011
1.276015729,0.0358,0.0038,1.0117,1.012
1.279242187,0.0380,0.0004,1.0080,1.009
1.28120651,0.0367,-0.0024,1.0080,1.009
1.284744948,0.0340,0.0016,1.0122,1.013
1.28664302,0.0353,0.0004,1.0119,1.013
1.28905927,0.0377,-0.0021,1.0112,1.012
1.291486979,0.0377,0.0004,1.0092,1.010
1.29393302,0.0377,0.0009,1.0080,1.009
1.296336145,0.0343,0.0018,1.0070,1.008
1.299043854,0.0353,0.0011,1.0072,1.008
1.3015375,0.0385,-0.0011,1.0046,1.005
1.304130364,0.0363,0.0009,1.0082,1.009
1.307413645,0.0365,0.0004,1.0085,1.009
1.310277135,0.0367,0.0009,1.0097,1.010
1.311757916,0.0385,0.0001,1.0080,1.009
1.314120312,0.0358,0.0016,1.0058,1.006
1.3231475,0.0372,0.0004,1.0077,1.008
1.324295,0.0355,0.0028,1.0099,1.011
1.325012031,0.0389,0.0035,1.0065,1.007
1.325746979,0.0358,0.0009,1.0077,1.008
1.326758698,0.0360,-0.0002,1.0085,1.009
1.32892802,0.0365,-0.0006,1.0085,1.009
1.331675208,0.0387,-0.0002,1.0117,1.012
1.33399625,0.0367,0.0004,1.0107,1.011
1.336456979,0.0385,-0.0011,1.0080,1.009
1.338933854,0.0367,0.0018,1.0102,1.011
1.341434895,0.0326,0.0048,1.0102,1.011
1.344039218,0.0365,0.0016,1.0075,1.008
1.346487656,0.0358,0.0004,1.0055,1.006
1.349145937,0.0367,0.0016,1.0065,1.007
1.351492708,0.0367,-0.0014,1.0072,1.008
1.354007916,0.0377,-0.0021,1.0102,1.011
1.356647552,0.0380,0.0028,1.0085,1.009
1.359383593,0.0375,0.0026,1.0063,1.007
1.361876302,0.0360,0.0009,1.0070,1.008
